flight_id,date,airline,origin,destination,dep_delay,arr_delay,distance,day_of_week,month,hour,cancelled,diverted,weather_delay,carrier_delay,nas_delay,late_aircraft_delay,is_delayed
34059,2023-02-28,Spirit,SFO,PDX,4.1,-13.6,469,2,2,9,0,0,1.2,1.6,0.8,0.4,0.0
34785,2023-02-28,Southwest,DEN,HNL,37.4,22.3,1739,2,2,20,0,0,11.2,9.4,7.5,9.3,1.0
34943,2023-02-28,Alaska,TPA,BWI,-2.9,3.3,2065,2,2,6,0,0,0.0,0.0,0.0,0.0,0.0
36544,2023-02-28,United,SAN,BWI,14.8,27.8,841,2,2,7,0,0,4.4,3.7,3.0,3.7,1.0
36588,2023-02-28,American,DFW,AUS,7.6,-3.2,1382,2,2,21,0,0,2.3,1.9,1.5,1.9,0.0
36846,2023-02-28,Allegiant,LAS,IAH,-13.6,-24.7,888,2,2,15,0,0,0.0,0.0,0.0,0.0,0.0
39550,2023-02-28,American,SEA,BOS,-1.5,7.0,832,2,2,8,0,0,0.0,0.0,0.0,0.0,0.0
41281,2023-02-28,Southwest,MCO,DEN,14.8,18.3,1640,2,2,22,0,0,4.4,3.7,3.0,3.7,1.0
42351,2023-02-28,American,TPA,AUS,-10.2,-17.1,2586,2,2,9,0,0,0.0,0.0,0.0,0.0,0.0
42631,2023-02-28,Delta,DTW,AUS,42.5,51.2,814,2,2,17,0,0,12.8,10.6,8.5,10.6,1.0
43675,2023-02-28,Southwest,LAS,SAN,,,1315,2,2,9,1,0,0.0,0.0,0.0,0.0,
44521,2023-02-28,Allegiant,TPA,DTW,-6.4,7.9,2556,2,2,5,0,0,0.0,0.0,0.0,0.0,0.0
45528,2023-02-28,American,FLL,BWI,-0.6,-10.6,789,2,2,5,0,0,0.0,0.0,0.0,0.0,0.0
46308,2023-02-28,American,BOS,MIA,-10.1,-17.9,1881,2,2,5,0,0,0.0,0.0,0.0,0.0,0.0
46568,2023-02-28,American,EWR,MIA,-14.4,-24.9,407,2,2,18,0,0,0.0,0.0,0.0,0.0,0.0
46889,2023-02-28,Hawaiian,MSP,MCO,24.4,19.4,2201,2,2,19,0,0,7.3,6.1,4.9,6.1,1.0
47220,2023-02-28,American,MSP,LAX,53.2,49.1,2045,2,2,20,0,0,16.0,13.3,10.6,13.3,1.0
48418,2023-02-28,Southwest,MDW,BOS,-3.3,-5.3,2259,2,2,10,0,0,0.0,0.0,0.0,0.0,0.0
49261,2023-02-28,American,CLT,FLL,-8.6,-1.5,1251,2,2,15,0,0,0.0,0.0,0.0,0.0,0.0
49638,2023-02-28,American,DCA,MSP,50.8,44.1,1592,2,2,19,0,0,15.2,12.7,10.2,12.7,1.0
698,2023-03-01,Southwest,LAS,SFO,-5.3,-12.9,2560,3,3,16,0,0,0.0,0.0,0.0,0.0,0.0
1694,2023-03-01,American,HNL,JFK,-5.7,-12.8,2069,3,3,9,0,0,0.0,0.0,0.0,0.0,0.0
1888,2023-03-01,American,PHX,MSP,0.4,-1.1,913,3,3,17,0,0,0.1,0.1,0.1,0.2,0.0
2167,2023-03-01,United,MDW,PHX,47.0,44.7,1848,3,3,20,0,0,7.0,11.8,9.4,18.8,1.0
3200,2023-03-01,Delta,TPA,PDX,7.4,14.8,1545,3,3,5,0,0,1.1,1.8,1.5,3.0,0.0
3375,2023-03-01,Alaska,MIA,MDW,50.0,54.0,2464,3,3,19,0,0,7.5,12.5,10.0,20.0,1.0
3460,2023-03-01,American,MCO,SFO,14.4,11.2,1558,3,3,6,0,0,2.2,3.6,2.9,5.8,0.0
5038,2023-03-01,Southwest,DFW,BWI,-6.1,-8.9,1519,3,3,7,0,0,0.0,0.0,0.0,0.0,0.0
9065,2023-03-01,United,PHX,SFO,39.9,48.1,258,3,3,9,0,0,6.0,10.0,8.0,16.0,1.0
14993,2023-03-01,Southwest,BOS,DCA,-25.0,-27.3,2591,3,3,5,0,0,0.0,0.0,0.0,0.0,0.0
15074,2023-03-01,Southwest,PDX,LAX,10.5,13.3,993,3,3,7,0,0,1.6,2.6,2.1,4.2,0.0
16594,2023-03-01,American,IAH,STL,6.5,3.6,305,3,3,3,0,0,1.0,1.6,1.3,2.6,0.0
17307,2023-03-01,Southwest,JFK,LAS,20.6,17.2,1802,3,3,21,0,0,3.1,5.2,4.1,8.2,1.0
17751,2023-03-01,Allegiant,CLT,LAX,20.2,-0.7,1582,3,3,19,0,0,3.0,7.1,4.0,6.1,0.0
19454,2023-03-01,United,BOS,JFK,-7.5,-9.2,1713,3,3,16,0,0,0.0,0.0,0.0,0.0,0.0
19812,2023-03-01,American,STL,SLC,-2.7,-6.1,250,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0
22080,2023-03-01,United,PDX,HNL,-2.6,-3.1,1538,3,3,9,0,0,0.0,0.0,0.0,0.0,0.0
23572,2023-03-01,Delta,MIA,EWR,6.6,1.9,691,3,3,18,0,0,1.0,1.6,1.3,2.6,0.0
23805,2023-03-01,Frontier,STL,LAX,24.1,27.9,443,3,3,6,0,0,3.6,9.2,4.8,6.5,1.0
24985,2023-03-01,Hawaiian,SFO,EWR,5.6,-7.3,1234,3,3,16,0,0,0.8,1.4,1.1,2.2,0.0
28701,2023-03-01,United,ORD,SEA,24.2,19.8,1884,3,3,19,0,0,3.6,6.0,4.8,9.7,1.0
28737,2023-03-01,JetBlue,DEN,SEA,3.5,3.8,871,3,3,15,0,0,0.5,0.9,0.7,1.4,0.0
30186,2023-03-01,Allegiant,DFW,TPA,17.0,26.3,2061,3,3,20,0,0,2.6,5.9,3.4,5.1,1.0
30277,2023-03-01,Delta,PHX,SFO,-1.4,0.2,258,3,3,4,0,0,0.0,0.0,0.0,0.0,0.0
31155,2023-03-01,Delta,DCA,DFW,-11.4,-17.2,1853,3,3,19,0,0,0.0,0.0,0.0,0.0,0.0
31244,2023-03-01,United,AUS,ORD,-10.4,-9.3,1061,3,3,4,0,0,0.0,0.0,0.0,0.0,0.0
31440,2023-03-01,Alaska,ATL,PHX,4.4,-3.5,2063,3,3,7,0,0,0.7,1.1,0.9,1.8,0.0
31471,2023-03-01,Alaska,JFK,FLL,10.6,9.4,2153,3,3,8,0,0,1.6,2.6,2.1,4.2,0.0
32428,2023-03-01,United,IAH,FLL,-7.4,-14.3,1081,3,3,5,0,0,0.0,0.0,0.0,0.0,0.0
32456,2023-03-01,Delta,MIA,JFK,-8.3,-22.6,776,3,3,12,0,0,0.0,0.0,0.0,0.0,0.0
32519,2023-03-01,JetBlue,DCA,DFW,22.3,25.3,1853,3,3,9,0,0,3.3,5.6,4.5,8.9,1.0
32885,2023-03-01,United,LAS,FLL,1.7,2.7,270,3,3,2,0,0,0.3,0.4,0.3,0.7,0.0
33058,2023-03-01,American,DFW,BWI,2.0,-5.9,1519,3,3,6,0,0,0.3,0.5,0.4,0.8,0.0
34065,2023-03-01,Southwest,TPA,BNA,10.8,3.1,2317,3,3,19,0,0,1.6,2.7,2.2,4.3,0.0
34990,2023-03-01,Delta,LAX,DFW,-10.5,-16.5,829,3,3,8,0,0,0.0,0.0,0.0,0.0,0.0
38326,2023-03-01,United,FLL,SFO,14.7,3.1,2466,3,3,8,0,0,2.2,3.7,2.9,5.9,0.0
38460,2023-03-01,Delta,DEN,JFK,69.5,65.0,622,3,3,10,0,0,10.4,17.4,13.9,27.8,1.0
40220,2023-03-01,Delta,EWR,SAN,21.4,19.3,1265,3,3,9,0,0,3.2,5.4,4.3,8.6,1.0
41182,2023-03-01,Southwest,MCO,DCA,-2.9,-5.6,674,3,3,4,0,0,0.0,0.0,0.0,0.0,0.0
43042,2023-03-01,JetBlue,TPA,SEA,-4.7,-19.9,2012,3,3,1,0,0,0.0,0.0,0.0,0.0,0.0
44559,2023-03-01,Southwest,EWR,LAS,17.4,20.3,1787,3,3,7,0,0,2.6,4.4,3.5,7.0,1.0
45022,2023-03-01,Southwest,JFK,LAX,3.8,8.4,2323,3,3,6,0,0,0.6,1.0,0.8,1.5,0.0
48643,2023-03-01,American,EWR,JFK,-6.9,-10.8,2688,3,3,21,0,0,0.0,0.0,0.0,0.0,0.0
49245,2023-03-01,Delta,FLL,SEA,13.8,-6.8,1863,3,3,14,0,0,2.1,3.4,2.8,5.5,0.0
49994,2023-03-01,United,SFO,HNL,2.7,13.1,2435,3,3,14,0,0,0.4,0.7,0.5,1.1,0.0
1230,2023-03-02,American,SLC,BWI,15.9,26.4,534,4,3,10,0,0,2.4,4.0,3.2,6.4,1.0
5001,2023-03-02,JetBlue,IAH,PHX,-5.7,-24.1,659,4,3,4,0,0,0.0,0.0,0.0,0.0,0.0
7097,2023-03-02,JetBlue,MIA,CLT,5.7,1.5,887,4,3,10,0,0,0.9,1.4,1.1,2.3,0.0
7192,2023-03-02,Spirit,BWI,FLL,-11.5,0.2,2512,4,3,13,0,0,0.0,0.0,0.0,0.0,0.0
10007,2023-03-02,American,DEN,FLL,11.6,23.1,1876,4,3,14,0,0,1.7,2.9,2.3,4.6,1.0
10160,2023-03-02,Delta,LAS,SFO,16.9,24.0,2560,4,3,21,0,0,2.5,4.2,3.4,6.8,1.0
10274,2023-03-02,Southwest,HNL,LAS,6.1,7.5,927,4,3,13,0,0,0.9,1.5,1.2,2.4,0.0
11420,2023-03-02,United,LAS,BNA,-3.2,-5.6,830,4,3,9,0,0,0.0,0.0,0.0,0.0,0.0
11773,2023-03-02,Hawaiian,EWR,CLT,-10.1,6.4,700,4,3,13,0,0,0.0,0.0,0.0,0.0,0.0
12017,2023-03-02,Southwest,ORD,AUS,-6.4,-18.2,2280,4,3,14,0,0,0.0,0.0,0.0,0.0,0.0
12299,2023-03-02,Delta,SEA,TPA,9.7,2.8,807,4,3,8,0,0,1.5,2.4,1.9,3.9,0.0
13382,2023-03-02,Delta,CLT,AUS,130.7,139.4,2668,4,3,10,0,0,19.6,32.7,26.1,52.3,1.0
13713,2023-03-02,Allegiant,SAN,STL,14.2,19.8,2185,4,3,16,0,0,2.1,5.0,2.8,4.3,1.0
14197,2023-03-02,Allegiant,ORD,TPA,-10.7,-19.4,2634,4,3,7,0,0,0.0,0.0,0.0,0.0,0.0
16191,2023-03-02,United,TPA,MCO,0.6,-0.3,920,4,3,17,0,0,0.1,0.2,0.1,0.2,0.0
16948,2023-03-02,Spirit,DTW,LAS,128.3,131.8,2527,4,3,10,0,0,19.2,51.3,25.7,32.1,1.0
16949,2023-03-02,Spirit,BNA,DFW,-15.7,-17.2,1252,4,3,8,0,0,0.0,0.0,0.0,0.0,0.0
17329,2023-03-02,Frontier,DTW,IAH,3.1,22.5,2248,4,3,20,0,0,0.5,1.2,0.6,0.8,1.0
17466,2023-03-02,Alaska,PHX,BWI,10.1,5.3,1407,4,3,7,0,0,1.5,2.5,2.0,4.0,0.0
19479,2023-03-02,Southwest,CLT,EWR,-15.6,-8.6,1426,4,3,19,0,0,0.0,0.0,0.0,0.0,0.0
21028,2023-03-02,Frontier,SEA,TPA,18.1,28.7,807,4,3,15,0,0,2.7,6.9,3.6,4.9,1.0
21106,2023-03-02,Hawaiian,MCO,BOS,0.6,-4.6,1958,4,3,22,0,0,0.1,0.2,0.1,0.2,0.0
22511,2023-03-02,American,MIA,SFO,9.3,1.7,2175,4,3,19,0,0,1.4,2.3,1.9,3.7,0.0
22651,2023-03-02,United,LAX,PHX,-12.5,-10.2,2545,4,3,11,0,0,0.0,0.0,0.0,0.0,0.0
25228,2023-03-02,United,STL,BOS,5.2,15.1,256,4,3,19,0,0,0.8,1.3,1.0,2.1,1.0
25929,2023-03-02,United,MIA,SEA,5.3,3.1,2639,4,3,21,0,0,0.8,1.3,1.1,2.1,0.0
26247,2023-03-02,Delta,FLL,STL,-4.8,11.0,1966,4,3,8,0,0,0.0,0.0,0.0,0.0,0.0
26589,2023-03-02,American,ORD,BWI,7.5,10.0,1140,4,3,13,0,0,1.1,1.9,1.5,3.0,0.0
26662,2023-03-02,Delta,DFW,FLL,-10.1,-12.9,1158,4,3,18,0,0,0.0,0.0,0.0,0.0,0.0
27125,2023-03-02,Southwest,JFK,BOS,4.0,2.1,2555,4,3,17,0,0,0.6,1.0,0.8,1.6,0.0
28823,2023-03-02,United,ORD,DCA,5.8,16.7,803,4,3,18,0,0,0.9,1.4,1.2,2.3,1.0
29756,2023-03-02,American,DTW,DCA,-3.6,-2.6,1363,4,3,13,0,0,0.0,0.0,0.0,0.0,0.0
31282,2023-03-02,JetBlue,ATL,LAS,28.6,36.3,2392,4,3,13,0,0,4.3,7.2,5.7,11.4,1.0
32270,2023-03-02,United,IAH,MIA,-1.5,5.6,325,4,3,3,0,0,0.0,0.0,0.0,0.0,0.0
33285,2023-03-02,Delta,ORD,LAX,-3.6,-6.2,1385,4,3,14,0,0,0.0,0.0,0.0,0.0,0.0
34535,2023-03-02,Frontier,MCO,BOS,-16.0,-15.0,1958,4,3,15,0,0,0.0,0.0,0.0,0.0,0.0
35166,2023-03-02,Delta,LAS,STL,12.5,10.4,1981,4,3,22,0,0,1.9,3.1,2.5,5.0,0.0
35961,2023-03-02,United,MDW,STL,30.1,27.7,2112,4,3,12,0,0,4.5,7.5,6.0,12.0,1.0
38801,2023-03-02,JetBlue,LAS,HNL,10.2,6.1,256,4,3,6,0,0,1.5,2.6,2.0,4.1,0.0
39459,2023-03-02,United,MDW,BOS,108.4,89.1,2259,4,3,11,0,0,16.3,27.1,21.7,43.4,1.0
40059,2023-03-02,United,LAX,JFK,-4.6,-3.6,502,4,3,5,0,0,0.0,0.0,0.0,0.0,0.0
40987,2023-03-02,Delta,DEN,IAH,35.2,29.8,907,4,3,11,0,0,5.3,8.8,7.0,14.1,1.0
41807,2023-03-02,United,MIA,HNL,13.1,9.5,471,4,3,12,0,0,2.0,3.3,2.6,5.2,0.0
41903,2023-03-02,Southwest,DTW,ORD,17.1,21.9,2427,4,3,23,0,0,2.6,4.3,3.4,6.8,1.0
42660,2023-03-02,Alaska,IAH,DEN,19.0,19.1,1174,4,3,8,0,0,2.8,4.8,3.8,7.6,1.0
43412,2023-03-02,United,DFW,MSP,-4.8,-21.1,373,4,3,20,0,0,0.0,0.0,0.0,0.0,0.0
43619,2023-03-02,Southwest,BWI,LAX,7.4,17.7,2460,4,3,14,0,0,1.1,1.8,1.5,3.0,1.0
48036,2023-03-02,American,AUS,MCO,-8.0,9.2,2059,4,3,13,0,0,0.0,0.0,0.0,0.0,0.0
49319,2023-03-02,Spirit,BWI,MIA,-16.8,-32.1,651,4,3,5,0,0,0.0,0.0,0.0,0.0,0.0
49530,2023-03-02,American,FLL,SLC,5.7,16.5,354,4,3,13,0,0,0.9,1.4,1.1,2.3,1.0
1520,2023-03-03,Southwest,MDW,ORD,-3.3,13.4,1541,5,3,5,0,0,0.0,0.0,0.0,0.0,0.0
1535,2023-03-03,Delta,ATL,FLL,2.8,15.9,1176,5,3,14,0,1,0.4,0.7,0.6,1.1,1.0
1598,2023-03-03,United,SFO,DCA,-0.9,-9.7,2315,5,3,6,0,0,0.0,0.0,0.0,0.0,0.0
4468,2023-03-03,Southwest,MCO,TPA,63.4,45.7,1696,5,3,17,0,0,9.5,15.8,12.7,25.4,1.0
4533,2023-03-03,Southwest,SFO,DEN,-9.0,3.1,1570,5,3,16,0,0,0.0,0.0,0.0,0.0,0.0
5156,2023-03-03,Alaska,DEN,PDX,17.1,21.9,838,5,3,20,0,0,2.6,4.3,3.4,6.8,1.0
8034,2023-03-03,Southwest,LAS,MIA,89.4,79.5,2353,5,3,8,0,0,13.4,22.4,17.9,35.8,1.0
8128,2023-03-03,Southwest,BWI,PDX,7.5,-2.0,560,5,3,21,0,0,1.1,1.9,1.5,3.0,0.0
8143,2023-03-03,United,MCO,LAS,2.3,-2.7,1688,5,3,12,0,0,0.3,0.6,0.5,0.9,0.0
8593,2023-03-03,American,AUS,MSP,-10.1,-6.5,625,5,3,9,0,0,0.0,0.0,0.0,0.0,0.0
9938,2023-03-03,Southwest,ATL,MIA,25.1,37.6,1212,5,3,15,0,0,3.8,6.3,5.0,10.0,1.0
12206,2023-03-03,Alaska,AUS,IAH,15.0,9.6,798,5,3,9,0,0,2.2,3.8,3.0,6.0,0.0
12658,2023-03-03,Delta,SLC,SFO,31.9,35.2,1580,5,3,15,0,0,4.8,8.0,6.4,12.8,1.0
13236,2023-03-03,American,ATL,MCO,-4.8,-1.4,1635,5,3,4,0,0,0.0,0.0,0.0,0.0,0.0
13623,2023-03-03,Southwest,TPA,PDX,-6.2,-6.6,1545,5,3,15,0,0,0.0,0.0,0.0,0.0,0.0
14569,2023-03-03,Southwest,TPA,ATL,-14.4,-16.3,348,5,3,11,0,0,0.0,0.0,0.0,0.0,0.0
14700,2023-03-03,United,BWI,ORD,0.1,0.8,622,5,3,5,0,0,0.0,0.0,0.0,0.0,0.0
15865,2023-03-03,Southwest,TPA,DEN,16.5,5.9,435,5,3,4,0,0,2.5,4.1,3.3,6.6,0.0
20263,2023-03-03,Southwest,TPA,DTW,114.5,103.6,2556,5,3,20,0,0,17.2,28.6,22.9,45.8,1.0
22395,2023-03-03,American,ATL,LAS,7.0,20.5,2392,5,3,21,0,0,1.0,1.8,1.4,2.8,1.0
24199,2023-03-03,American,MCO,LAX,1.1,1.8,575,5,3,17,0,0,0.2,0.3,0.2,0.4,0.0
26956,2023-03-03,Delta,SLC,SAN,5.9,-0.1,1586,5,3,20,0,0,0.9,1.5,1.2,2.4,0.0
27233,2023-03-03,Delta,BOS,SEA,10.7,6.1,2693,5,3,13,0,0,1.6,2.7,2.1,4.3,0.0
29390,2023-03-03,United,DCA,LAS,-2.2,-2.7,535,5,3,20,0,0,0.0,0.0,0.0,0.0,0.0
29913,2023-03-03,Southwest,SFO,MDW,8.8,6.7,2223,5,3,7,0,0,1.3,2.2,1.8,3.5,0.0
30203,2023-03-03,Southwest,TPA,LAX,10.8,-3.7,1626,5,3,11,0,0,1.6,2.7,2.2,4.3,0.0
31641,2023-03-03,Southwest,FLL,SEA,13.2,2.0,1863,5,3,19,0,0,2.0,3.3,2.6,5.3,0.0
32538,2023-03-03,Southwest,TPA,FLL,-12.9,-20.7,2044,5,3,8,0,0,0.0,0.0,0.0,0.0,0.0
32698,2023-03-03,Hawaiian,BNA,SFO,-4.3,-2.5,2136,5,3,13,0,0,0.0,0.0,0.0,0.0,0.0
33084,2023-03-03,American,STL,IAH,8.6,10.3,709,5,3,9,0,0,1.3,2.2,1.7,3.4,0.0
34723,2023-03-03,Southwest,DTW,LAX,-6.2,-1.2,1691,5,3,15,0,0,0.0,0.0,0.0,0.0,0.0
35926,2023-03-03,Southwest,SAN,TPA,-0.8,8.3,1547,5,3,6,0,0,0.0,0.0,0.0,0.0,0.0
36354,2023-03-03,JetBlue,SEA,FLL,56.9,61.9,1038,5,3,5,0,0,8.5,14.2,11.4,22.8,1.0
36863,2023-03-03,Frontier,MDW,DTW,21.7,17.1,2672,5,3,16,0,0,3.3,8.2,4.3,5.9,1.0
38426,2023-03-03,Allegiant,DTW,MDW,3.5,14.6,1626,5,3,12,0,0,0.5,1.2,0.7,1.0,0.0
40603,2023-03-03,Spirit,FLL,CLT,-12.3,-18.8,2353,5,3,15,0,0,0.0,0.0,0.0,0.0,0.0
41135,2023-03-03,Delta,MDW,DFW,20.3,20.7,2401,5,3,10,0,0,3.0,5.1,4.1,8.1,1.0
43613,2023-03-03,United,TPA,EWR,0.1,12.8,951,5,3,21,0,0,0.0,0.0,0.0,0.0,0.0
45170,2023-03-03,Southwest,STL,SFO,18.1,17.8,2381,5,3,15,0,0,2.7,4.5,3.6,7.2,1.0
49517,2023-03-03,Alaska,STL,MDW,-0.9,-15.1,2580,5,3,12,0,0,0.0,0.0,0.0,0.0,0.0
49611,2023-03-03,Alaska,PHX,ORD,-0.9,-0.3,2359,5,3,9,0,0,0.0,0.0,0.0,0.0,0.0
1376,2023-03-04,American,BWI,DTW,-17.5,-5.6,445,6,3,16,0,0,0.0,0.0,0.0,0.0,0.0
1701,2023-03-04,Spirit,MSP,DTW,,,2497,6,3,17,1,0,0.0,0.0,0.0,0.0,
2765,2023-03-04,Southwest,ORD,DEN,5.9,-19.3,2257,6,3,15,0,0,0.9,1.5,1.2,2.4,0.0
3150,2023-03-04,Southwest,LAX,JFK,36.3,44.3,502,6,3,15,0,0,5.4,9.1,7.3,14.5,1.0
5595,2023-03-04,Southwest,EWR,BOS,41.1,40.7,1509,6,3,9,0,0,6.2,10.3,8.2,16.4,1.0
5711,2023-03-04,Southwest,LAS,SAN,1.5,11.0,1315,6,3,8,0,0,0.2,0.4,0.3,0.6,0.0
6564,2023-03-04,Southwest,FLL,AUS,9.2,-2.5,2229,6,3,14,0,0,1.4,2.3,1.8,3.7,0.0
8319,2023-03-04,Delta,IAH,MDW,-0.1,18.9,836,6,3,13,0,0,0.0,0.0,0.0,0.0,1.0
9806,2023-03-04,Delta,BWI,SAN,-3.6,-13.0,1109,6,3,17,0,0,0.0,0.0,0.0,0.0,0.0
10387,2023-03-04,JetBlue,DFW,SAN,-5.0,0.2,1554,6,3,9,0,0,0.0,0.0,0.0,0.0,0.0
10864,2023-03-04,JetBlue,DCA,MCO,17.0,18.5,2253,6,3,9,0,0,2.6,4.2,3.4,6.8,1.0
10868,2023-03-04,Southwest,DTW,HNL,0.6,11.5,1592,6,3,9,0,0,0.1,0.2,0.1,0.2,0.0
12673,2023-03-04,Southwest,HNL,FLL,-9.8,-12.7,1909,6,3,19,0,0,0.0,0.0,0.0,0.0,0.0
12989,2023-03-04,United,MIA,PHX,11.1,14.2,1309,6,3,8,0,0,1.7,2.8,2.2,4.4,0.0
13030,2023-03-04,Spirit,MSP,DEN,23.0,5.6,1071,6,3,18,0,0,3.4,9.2,4.6,5.7,0.0
14575,2023-03-04,Delta,BNA,SAN,-15.7,-33.1,814,6,3,15,0,0,0.0,0.0,0.0,0.0,0.0
14740,2023-03-04,Southwest,MSP,MDW,4.0,2.7,814,6,3,22,0,0,0.6,1.0,0.8,1.6,0.0
15525,2023-03-04,Delta,BNA,SEA,-17.6,-24.2,1943,6,3,16,0,0,0.0,0.0,0.0,0.0,0.0
15630,2023-03-04,Frontier,MSP,SLC,3.6,22.1,1114,6,3,20,0,0,0.5,1.4,0.7,1.0,1.0
16354,2023-03-04,Frontier,LAX,SEA,-7.0,-11.4,1796,6,3,7,0,0,0.0,0.0,0.0,0.0,0.0
16567,2023-03-04,Hawaiian,DFW,MCO,-16.0,-36.5,2588,6,3,10,0,0,0.0,0.0,0.0,0.0,0.0
17247,2023-03-04,Southwest,MSP,BWI,8.6,7.6,734,6,3,6,0,0,1.3,2.2,1.7,3.4,0.0
17941,2023-03-04,Alaska,ATL,BWI,,,1697,6,3,18,1,0,0.0,0.0,0.0,0.0,
20070,2023-03-04,Southwest,LAX,MIA,7.9,21.2,1680,6,3,17,0,0,1.2,2.0,1.6,3.2,1.0
22489,2023-03-04,United,SAN,EWR,6.8,4.6,410,6,3,22,0,0,1.0,1.7,1.4,2.7,0.0
24499,2023-03-04,JetBlue,ATL,STL,13.0,25.9,489,6,3,19,0,0,2.0,3.2,2.6,5.2,1.0
25970,2023-03-04,Allegiant,STL,LAS,-14.1,-21.5,2238,6,3,13,0,0,0.0,0.0,0.0,0.0,0.0
26887,2023-03-04,American,TPA,EWR,-1.4,8.6,951,6,3,12,0,0,0.0,0.0,0.0,0.0,0.0
28034,2023-03-04,Delta,MSP,BNA,20.7,22.1,1517,6,3,19,0,0,3.1,5.2,4.1,8.3,1.0
28953,2023-03-04,American,DCA,ATL,2.5,4.5,2586,6,3,6,0,0,0.4,0.6,0.5,1.0,0.0
29458,2023-03-04,American,DEN,MCO,37.2,25.3,2152,6,3,7,0,0,5.6,9.3,7.4,14.9,1.0
31449,2023-03-04,Delta,CLT,DEN,19.1,31.0,1510,6,3,18,0,0,2.9,4.8,3.8,7.6,1.0
35156,2023-03-04,American,IAH,DCA,-3.6,-12.6,1698,6,3,16,0,0,0.0,0.0,0.0,0.0,0.0
35742,2023-03-04,Delta,ATL,DCA,-2.8,-5.2,1167,6,3,20,0,0,0.0,0.0,0.0,0.0,0.0
36151,2023-03-04,United,MSP,FLL,31.1,21.8,1193,6,3,22,0,0,4.7,7.8,6.2,12.4,1.0
36563,2023-03-04,American,DEN,LAS,12.2,2.8,1208,6,3,9,0,0,1.8,3.0,2.4,4.9,0.0
36757,2023-03-04,Hawaiian,PHX,EWR,-5.7,-19.8,843,6,3,16,0,0,0.0,0.0,0.0,0.0,0.0
36963,2023-03-04,United,EWR,MIA,-16.5,-16.8,407,6,3,10,0,0,0.0,0.0,0.0,0.0,0.0
37342,2023-03-04,JetBlue,ORD,LAS,23.6,28.3,1971,6,3,12,0,0,3.5,5.9,4.7,9.4,1.0
39619,2023-03-04,American,MCO,DTW,46.5,30.5,2627,6,3,19,0,0,7.0,11.6,9.3,18.6,1.0
40590,2023-03-04,American,EWR,TPA,3.9,2.5,1027,6,3,6,0,0,0.6,1.0,0.8,1.6,0.0
40790,2023-03-04,Southwest,DCA,MIA,-11.0,-4.8,515,6,3,19,0,0,0.0,0.0,0.0,0.0,0.0
40918,2023-03-04,Delta,AUS,ATL,8.2,-2.6,1899,6,3,15,0,0,1.2,2.0,1.6,3.3,0.0
41863,2023-03-04,JetBlue,BOS,EWR,43.2,45.1,2106,6,3,5,0,0,6.5,10.8,8.6,17.3,1.0
42979,2023-03-04,American,BNA,LAX,10.3,3.5,2644,6,3,9,0,0,1.5,2.6,2.1,4.1,0.0
43432,2023-03-04,Delta,LAX,DTW,26.3,25.7,1725,6,3,10,0,0,3.9,6.6,5.3,10.5,1.0
43482,2023-03-04,Southwest,LAS,STL,-10.6,-12.7,1981,6,3,11,0,0,0.0,0.0,0.0,0.0,0.0
44033,2023-03-04,Southwest,ATL,AUS,26.4,29.7,2264,6,3,6,0,0,4.0,6.6,5.3,10.6,1.0
45324,2023-03-04,American,MDW,PDX,4.3,6.3,2589,6,3,16,0,0,0.6,1.1,0.9,1.7,0.0
45992,2023-03-04,JetBlue,CLT,LAS,20.7,25.7,1929,6,3,11,0,0,3.1,5.2,4.1,8.3,1.0
46717,2023-03-04,Delta,PHX,AUS,-8.9,-12.6,763,6,3,16,0,0,0.0,0.0,0.0,0.0,0.0
47672,2023-03-04,American,EWR,BOS,-11.4,-14.7,1509,6,3,16,0,0,0.0,0.0,0.0,0.0,0.0
49100,2023-03-04,United,CLT,DFW,6.5,-5.2,1001,6,3,8,0,0,1.0,1.6,1.3,2.6,0.0
49353,2023-03-04,Spirit,PDX,CLT,-19.9,-23.0,2136,6,3,13,0,1,0.0,0.0,0.0,0.0,0.0
911,2023-03-05,Allegiant,IAH,SLC,18.9,4.4,2586,7,3,19,0,0,2.8,6.6,3.8,5.7,0.0
3468,2023-03-05,Frontier,MIA,BOS,19.8,7.5,571,7,3,21,0,0,3.0,7.5,4.0,5.3,0.0
4052,2023-03-05,Delta,LAX,FLL,10.2,2.5,1956,7,3,23,0,0,1.5,2.6,2.0,4.1,0.0
4105,2023-03-05,Hawaiian,SFO,SLC,-6.0,4.7,1406,7,3,17,0,0,0.0,0.0,0.0,0.0,0.0
4491,2023-03-05,Delta,MCO,BWI,-5.9,0.4,714,7,3,14,0,0,0.0,0.0,0.0,0.0,0.0
4604,2023-03-05,JetBlue,IAH,DFW,-8.7,-6.8,1923,7,3,7,0,0,0.0,0.0,0.0,0.0,0.0
4667,2023-03-05,Southwest,CLT,MIA,-5.9,-2.2,2002,7,3,15,0,0,0.0,0.0,0.0,0.0,0.0
4763,2023-03-05,Delta,BWI,AUS,6.5,-8.2,330,7,3,22,0,0,1.0,1.6,1.3,2.6,0.0
5158,2023-03-05,Hawaiian,DFW,DEN,-0.6,-2.7,2389,7,3,12,0,0,0.0,0.0,0.0,0.0,0.0
